X,Y,Z
-483.9128396477954,581.6792633301195,1071.6265468975619
-501.6821788761781,610.2754361546906,1104.0831243056923
-530.347976229757,630.2623355261806,624.8601745261797
-539.6332641441427,588.4829382339177,626.8779770311259
-547.4915276046402,599.7933531621195,537.7272120211451
-492.5647340946491,525.5318880392136,754.2346023860039
-496.1052451246296,948.7874063259808,1593.339014430138
-500.2835233634132,648.0698828054037,847.8509946995741
-494.01080081461714,582.4800972351691,848.1956
-494.02021842685554,582.4797616180756,794.6298
-490.77685484109634,506.22301548557044,839.748124689093
-525.0326264477239,564.0872603591804,582.9313629151205
-495.9029274702557,911.1340993593619,1352.309692784031
-523.2259787116054,560.9940036047755,813.4121833583631
-494.87679867280895,543.7942067698939,944.5287723937276
-510.0981537429677,668.6960309422375,1043.4029272358136
-524.197757574085,662.2930221880606,721.7570214364154
-452.19942249837277,503.50236447091913,1208.3801564469427
-494.02106906150834,582.4718572903021,655.8756
-485.0824653276868,500.87301766889436,957.2548666748298
-493.95791324422316,583.6308411160541,938.6346700346752
-258.27187482917225,507.85184484038814,1190.2888704528755
-551.3317791654731,699.7054279955972,944.1293175300193
-490.5515228469267,533.5737213939137,960.2592158186987
-493.53344579362783,592.8354920776211,1256.1317723633526
-490.84545823451754,622.3104776624687,1006.8793055173297
-492.8999293945635,565.2586261288659,525.7595058144302
-527.5600519646819,584.4625803779248,843.9599501768837
-494.79262441973333,599.2707342968797,1171.7527076076285
-500.34774839278543,585.0536227998273,537.5422955941965
-490.14265104595097,649.4036894758956,1199.814138847032
-480.6751572461462,477.92423345177303,491.3322979439819
-512.8403075647752,610.1826399445353,843.8770010435186
-508.7247380217932,582.3550537754177,716.8401541930044
-494.37792372628724,559.0353013517097,549.0272895094321
-562.6239323877548,631.6804688479729,660.5379706575418
-494.00790201314976,582.4923397927362,642.912
-490.3358839147793,762.6084799724006,1227.8626662927281
-494.01662764598836,582.4811231338842,914.8220000000006
-474.60667315835235,591.3074652097207,1121.697624529691
-490.1396334003025,771.9091489271175,1329.9836295022683
-493.8247964735283,602.6646113538777,935.3000430491386
-512.7692442385214,538.5413637357663,433.4377304790119
-494.0289097390373,582.4744114126044,1066.39312
-494.0173059137401,582.4656634843388,995.2264
-528.0804490275832,574.1125221602119,1006.7723687012641
-476.7896993256304,637.2614216650165,1591.0921109649253
-555.5277570981925,527.8286756322134,656.1786681404313
-542.0185677528066,534.1338023950855,689.8310850071236
-494.00825228308895,582.4789339936585,1087.3996000000002
1850.3276309941793,748.868709455594,-849.851296746634
-492.8621244664039,564.687646094269,568.1667193256094
-522.9911998593993,635.9912071385543,630.7009703842535
-458.14375519954774,565.0427079388953,885.7012194032651
-497.5818126079919,446.1277236918052,852.7983247056386
-490.3557978583399,761.0645560435512,1210.8420985772989
-494.24592479764124,573.1949910116527,1074.1041184661944
-490.41070846274306,531.5387601818497,1031.336874433341
-508.388643849024,637.6529474232523,1092.5298188043612
-472.6819958915785,509.18288737067303,790.8469217183258
-542.2099029324299,534.9221968740998,599.7369209108072
-535.998658723347,587.9905331693755,516.7196722724615
-550.0265916240387,697.0638653444488,905.7382475190285
-494.00789951161414,582.4814208786892,1307.983
-495.6055821124187,604.1631207929296,728.950679865024
-494.1091089333431,575.4962268180846,638.2483326249798
