X,Y,Z
-475.6484429882271,585.9088551122362,1071.5910678591054
-493.42614056552975,614.5183014841141,1104.0469689049903
-522.1139472569475,634.5260306074401,624.9323526249356
-531.4124800091336,592.7180497402684,627.154275390495
-539.2828841416604,604.0398542159528,538.0588038836792
-484.30408030582703,529.7215086446416,754.4037529707282
-487.84575085254073,953.0512996057594,1592.657501221819
-492.0266947401392,652.3293753151747,847.6725129347642
-485.75116578474785,586.7100732050608,848.1956
-485.7606208205448,586.7097458409551,794.6298
-482.51494360839797,510.4000916048381,839.9542157985009
-516.8003495143873,568.3010233246262,583.2090717289536
-487.6434576560555,915.3979796785586,1351.6281816485339
-514.9876517124924,565.2083034873341,813.6556338763925
-486.61769574784694,548.0009403216393,944.6490343672785
-501.8456106579174,672.9638132816197,1043.291544356305
-515.955120525459,666.568074772294,721.6906262291966
-443.9206732690982,507.6962663182495,1208.3770459807279
-485.7614465611589,586.7018266494474,655.8756
-476.8170407268019,505.0502663393918,957.4606291265995
-485.69821262834876,587.861434332544,938.6317666756299
-249.97115476548333,512.0688201091211,1189.7287675050611
-543.1000763577767,703.9924940094373,944.0568337410214
-482.2898252912637,537.7742584208718,960.3908435272888
-485.2735759388911,597.0699942586913,1256.1094532812094
-482.58444072385873,626.5577499338328,1006.7450322142909
-484.6394545058006,569.475653701131,525.8207214214491
-519.3225199549329,588.6938457021826,844.1114020033796
-486.5333388777631,603.5081837129214,1171.708613162226
-492.0926821846874,589.285462621647,537.5743696636263
-481.8815583186356,653.6586926013697,1199.6461498059411
-472.4024847368157,482.05237706377466,491.6444613527379
-504.5916224060488,614.4288001295662,843.9091816256257
-500.47495316757113,586.5849581836655,716.9230145519202
-486.1185770704442,563.2473237935315,549.1235724620514
-554.4194883228624,635.950033393827,660.7756366806195
-485.7482536124271,586.7223291823868,642.912
-482.0750664415118,766.8946060883911,1227.5814085982431
-485.7569810707157,586.7110956490271,914.8220000000006
-466.3387300768627,595.5411944369334,1121.5994984344668
-481.8788207967152,776.1952799095527,1329.702371507295
-485.56510678435825,606.9047737874153,935.2544532005182
-504.53014907979764,542.7233199387115,433.8344459368875
-485.7692809617929,586.7043780584935,1066.39312
-485.7576613874771,586.6956168491058,995.2264
-519.8419420760436,578.3372998732004,1006.9661428051205
-468.52531020653623,641.5066310169332,1590.8448617845384
-547.3285003925514,532.0049774519367,656.6620744189406
-533.8006353076858,538.3218208284886,690.1831517372998
-485.7485948268172,586.7089103779374,1087.3996000000002
1850.2733444560981,752.5086811757924,-850.4013452555628
-484.6016556488373,568.9046705840699,568.227934887918
-514.7503478919207,640.2559179760788,630.6995637810535
-449.8681265237983,569.2649090742466,885.533685705678
-489.3249320712182,450.2534456809355,853.1264555829032
-482.0949706711028,765.3506928566128,1210.5608401952907
-485.98642309665547,577.4202714604419,1074.1258612271004
-482.14901721815886,535.7392939983984,1031.468502041321
-500.1354750967912,641.9077014855143,1092.4596720737704
-464.40788068770166,513.3629626713702,790.9987000114752
-533.9980739833304,539.1049739005749,600.1793349336307
-527.7779286970554,592.2256194706625,516.9959687980939
-541.7948408722768,701.3509582414716,905.665763165635
-485.7482129691575,586.7113914436815,1307.983
-487.3468560098722,608.405415355348,728.8944712793177
-485.8495467557741,579.7215949966878,638.2698982860015
-460.6784596853727,550.6961785061545,993.0076399509136
-485.7501586816261,586.7208490895282,969.7217600000009
-485.5284648400461,577.5289441850637,671.0204026224317
-487.43843267091256,587.0183845992965,1052.0364245951419
-484.19774104350176,565.0023094152575,1310.3606512849956
-481.2636386932927,561.5702295998562,784.6046042838631
-485.7474712021308,586.7067095680087,933.4554
-489.2437165641077,453.3539845176236,816.5318146572677
-485.7546365449475,586.7075590208957,878.9476
-486.52959557614577,500.49093272187156,767.326544976796
-499.70067751634383,586.695437902122,1024.7900021699004
-529.9488970394443,532.4047440634283,950.3985403962333
-467.80635433891075,586.3266531183997,1044.6237697157937
-508.6804728397701,731.2220207724883,839.2384204383706
-476.5519296189241,593.9932731187946,890.7791849904197
-500.0649536616911,493.3782120289005,928.757601996685
-506.2731861658715,577.0914403079664,849.791503840795
-484.12426963454254,642.4032657916941,1075.5734990315543
-485.7680684696754,586.7227908835371,1272.386
-486.7878049786982,558.012703102374,692.5320647315115
-486.9324149952149,553.8001205954433,925.1247838621883
-460.1526668058342,480.1015857603138,841.8801560129995
-485.5418285966384,579.6568828407244,687.1311480004382
-483.6452666578457,676.8496103267148,1044.8177092630776
-485.76195289637326,586.7056774648084,1167.7996
-486.56710660564477,626.1387556437573,860.6721232803784
-485.7630097016954,586.7219581727607,858.1650000000001
-544.4759807760815,590.5333565791308,866.6343111269497
-537.5470659797847,717.7901577609063,1305.2591368321134
-496.49546132001115,596.5467453054193,725.3506111204958
885.5004079662485,597.5490441894333,-761.1131879824406
-441.2290930544218,429.47685368863404,1060.6777538583399
-506.3433356841481,538.498787054895,548.0579018492455
-484.24348581864683,572.4777014899469,896.8577262656127
-497.9929428845494,547.4645272483872,838.8577452249496
-481.3234236839694,699.5477849366819,868.7912355823595
-534.0267374549371,587.3041473592305,856.1965437494747
-485.7485074087683,586.358628181817,1011.2897145295027
-440.67414898583957,427.5144129066075,1083.2365035000073
-484.3233454656581,530.4725834650559,734.5051512396599
-486.0619609070209,572.1783991035611,873.6905342385153
-500.244568969646,540.2396449611997,1131.9376215247935
-485.9951972974477,562.7349376753862,824.3336032382527
