X,Y,Z
-484.3295538242187,580.0679199084941,1071.6278121836804
-502.1003024140432,608.666559974153,1104.1088152630052
-530.7703279280245,628.6574671973342,624.9107911147523
-540.054972955752,586.8721983264173,626.8717135007107
-547.9148166698549,598.1839447628042,537.7331552666299
-492.9821346095662,523.9180753763352,754.1667079378849
-496.52306132709145,947.2366306800211,1593.5920144592642
-500.70183001237865,646.4673728869593,847.9305320969092
-494.42826702326465,580.8688094101067,848.1956
-494.43768285115584,580.8684704389184,794.6298
-491.1942204284692,504.6093166268583,839.6637800508568
-525.4524248065834,562.474591126246,582.8973482292512
-496.32074248232175,909.5833283466907,1352.5626920571483
-523.6452614004363,559.3813822894316,813.3750853556865
-495.2943092238834,542.180870946828,944.4843074192106
-510.5174133966593,667.0943830134327,1043.469196726261
-524.619721018111,660.6936159538736,721.8419488870235
-452.6153819248834,501.8882294842771,1208.3163516199822
-494.43853474208663,580.86057156991,655.8756
-485.49974426254835,499.26000039064684,957.1565355234711
-494.37537813791823,582.0196409476263,938.6357085783725
-258.6783036873312,506.2370594756362,1190.2453573111384
-551.7573647818808,698.1107525058327,944.2350962533766
-490.96883173666765,531.9602580661449,960.2010267384153
-493.95087914336045,591.2249351265174,1256.1396547529584
-491.2625993798206,620.7032595870185,1006.9242926280373
-493.31729963081307,563.6458832960102,525.733152184838
-527.9802130273847,582.8514589376397,843.9538092333087
-495.2101514100284,597.6607722818435,1171.770894309746
-500.7658800668355,583.4426031532441,537.5434594315136
-490.55973633805706,647.7990107726964,1199.8721449450975
-481.0928826444915,476.31494792712874,491.17401547506853
-513.2595983854749,608.574022719699,843.897068261916
-509.14350348904145,580.7437529940016,716.8358283892409
-494.79541508065836,557.4222500846827,548.9913375266789
-563.0494422192437,630.0749495886403,660.5690757969749
-494.42536889973917,580.8810463437676,642.912
-490.7529134589711,761.0186062845225,1227.9634925254657
-494.4340948482852,580.8698357503692,914.8220000000006
-475.0226312294858,589.6968726588857,1121.7087582632923
-490.5566618909768,770.3192753919118,1330.0844557239827
-494.24224065749195,601.0551483448974,935.3170463041305
-513.1872447674232,536.9288189061906,433.33722857388756
-494.44637613744,580.8631255781933,1066.39312
-494.4347720797482,580.85438435275,995.2264
-528.500171690277,572.5006784858463,1006.754263307146
-477.20572076939516,635.6547173030706,1591.15378708826
-555.9476844891824,526.2152117058966,656.1006210793137
-542.438454123273,532.5200865450433,689.7694671421273
-494.4257195150167,580.8676457018687,1087.3996000000002
1850.3479836091356,747.2884851649192,-850.0040866304662
-493.2794943934323,563.0749044446407,568.1403657153489
-523.4126838152947,634.387334193927,630.758112441283
-458.5585351953223,563.4301112978374,885.6893263287537
-497.99930313679306,444.51543831739974,852.6756509302738
-490.77282727490456,759.4746798858139,1210.9429249656434
-494.6634048951605,571.5830669535251,1074.0961448811006
-490.82801703390714,529.9252980867896,1031.2786853975156
-508.8075249249355,636.0470969789585,1092.5770747917613
-473.0990755075236,507.5702781389913,790.7402280347492
-542.6296375539989,533.3086773681615,599.6660245861524
-536.4203643315541,586.3798035066312,516.7134088009262
-550.4521794301259,695.4691803150655,905.8440268858221
-494.42536770850256,580.8701345265787,1307.983
-496.02321711779996,602.554167419683,728.9753318724743
-494.5265818506582,573.8843021707937,638.2402749100397
-469.36670802479466,544.8709857389885,992.9945872794065
-494.4272648004562,580.8795384284344,969.7217600000009
-494.2057057360428,571.6928793896147,670.9722581486687
-496.11484784641016,581.1769778310559,1052.0313261076208
-492.87549541092244,559.1697744821545,1310.2928083024904
-489.9432043130885,555.7428145913286,784.522510613996
-494.4246107399049,580.8654347873602,933.4554
-497.91808147862025,447.61598026718497,816.0810102520754
-494.43173918451384,580.8663028909367,878.9476
-495.2061172689482,494.7108026777619,767.0134078178303
-508.37127859158454,580.8541893674594,1024.72191122407
-538.5948216524998,526.6018163778906,949.9592558471363
-476.4902052408579,580.4855288162335,1044.709338118656
-517.3535216464047,725.3550245593995,839.7188843089577
-485.2328678191643,588.1489229204549,890.8518536788307
-508.73166320974815,487.6045495088782,928.3039843069005
-514.9381531637191,571.2558498751296,849.6087244550993
-492.8018328074468,636.5441375243965,1075.7499148532845
-494.4451274391838,580.8815124354142,1272.386
-495.4642039907749,552.190415611361,692.3396800285756
-495.6088713928775,547.9763369997058,924.9998786251307
-468.84628944622796,474.3291594392963,841.6145954913882
-494.219025999472,573.8194914752105,687.1026892556824
-492.3226881553669,670.991273289337,1045.240818361921
-494.439056125811,580.8644534756676,1167.7996
-495.2439200646827,620.2824861284118,860.8229822420101
-494.44012309146547,580.8806499082596,858.1650000000001
-553.1150931450697,584.6896417779295,866.3509263188339
-546.2084492989434,711.9089880774458,1305.396947521705
-505.16679592219225,590.7002328636293,725.3230180819428
885.2524984955198,591.774456882689,-760.4019238727215
-449.93304581064285,423.73038707979276,1060.3486985140717
-515.0004549999742,532.7042703699792,547.5606831385115
-492.92133925227404,566.6435113544062,896.8004259506787
-506.6622569067217,541.6480702760846,838.6163866966317
-490.00152312412183,693.6821533203308,869.2055446766753
-542.6732140011898,581.4625154951527,855.9392581990874
-494.42558746459827,580.5175294270193,1011.2882514195862
-449.37810231803724,421.7679458225716,1082.9074481243197
-493.00135383350175,524.6691785447464,734.2681073611959
-494.7389227868721,566.3445595062497,873.6233584274587
-508.9138957952939,534.423179436415,1131.696262641201
-494.6721309380191,556.9072417039645,824.2049358468696
-494.44135050589193,580.8701541352546,1016.50626
-483.81691064666757,580.0274540456676,1165.8759542127304
-285.862350307395,675.1694991209172,2168.7164315874193
-495.7145660976414,589.8102324139186,1147.733714955143
-475.8102744639118,581.4550234150148,965.2255035999187
-494.4254635217844,580.8727647854935,1067.9788000000008
-549.7125137165112,599.5145089507038,551.4279563839359
847.8319274460246,604.3711757550625,-773.5172789177377
-483.1732447616953,556.3468794102109,964.649852953446
-505.519591976793,733.1505633692377,1814.8926734166132
-515.6232203471168,644.8755605282977,756.1136724969655
-561.4864068220561,593.5183219269466,290.16803374185395
-491.9198421118049,583.7262497000577,1261.3721179143397
