X,Y,Z
-484.555829696204,579.2419351706005,1071.6285175784892
-502.33417881944524,607.8528183353612,1104.1217103787508
-531.0221914208973,627.8597705599125,624.9347314997485
-540.3112745939234,586.049924139595,626.8670173192046
-548.1778478031185,597.3687896440174,537.7337837582577
-493.2120172505656,523.0642363890807,754.1307951772062
-496.75447012965105,946.5504845233088,1593.7038628144874
-500.93565495156463,645.6753696713226,847.9697167669433
-494.6588738392245,580.0431609964176,848.1956
-494.6682886765079,580.0428203078268,794.6298
-491.4233351569801,503.7483826641098,839.6187918256369
-525.7007549967007,561.6384340146849,582.8789002686681
-496.55215061951685,908.8971842414423,1352.6745400779107
-523.890076398895,558.5452867481046,813.3552885538302
-495.52529760509606,541.3379392101078,944.4610677265638
-510.7553007940171,666.3078033322126,1043.5014498254527
-524.8671656820361,659.9124825196609,721.8824928748318
-452.8300438610686,501.032472405583,1208.2823869519273
-494.66914126149186,580.0349242372154,655.8756
-485.72654192426535,498.39954255467546,957.1041097407269
-494.6059656646257,581.1945217248766,938.6362408454893
-258.8177233148449,505.3825402487739,1190.21528981596
-552.0160462495137,697.3425285705731,944.2844502672878
-491.19790932113665,531.1131625877865,960.1705041263501
-494.1812986356408,590.4033354248753,1256.1436797171039
-491.4917536226012,619.8958221778182,1006.9469354556502
-493.5472272782197,562.8098862314268,525.7195058310701
-528.2271600534577,582.026782255649,843.9500611529971
-495.441075912556,596.8420201759955,1171.780133427851
-501.00032410016365,582.6185141164651,537.5439538655817
-490.7887392708144,647.0011503210123,1199.901028941676
-481.31604248986696,475.4309041157944,491.08698240288453
-513.4995368102959,607.7621005267271,843.9068593359934
-509.38189691104526,579.9180419297286,716.8333736610253
-495.02622578054365,556.5828688460997,548.9726246949359
-563.31862902284,629.2769719515852,660.5819220880245
-494.6559760900923,580.0553950514357,642.912
-490.9819759869506,760.2683858450584,1228.0111125277717
-494.6647021942283,580.0441875682848,914.8220000000006
-475.24508180221756,588.8749417588397,1121.7145377830318
-490.78572391265016,769.5690550006182,1330.1320757225808
-494.4727462450196,600.2389656349446,935.325670995931
-513.4293633877664,536.0761946147445,433.2836874000052
-494.6769830349026,580.0374781940924,1066.39312
-494.6653788962449,580.0287403932234,995.2264
-528.7457211246071,571.6713584559438,1006.7443411587096
-477.4303488247692,634.8480633544534,1591.184937319176
-556.2105361863776,525.3609116137899,656.0576939355149
-542.6939527139648,531.6693751745372,689.7360632906344
-494.6563269013127,580.0419970509113,1087.3996000000002
1850.3525502120065,746.4795225692719,-850.7951634051315
-493.50942187058195,562.238907993385,568.1267193715911
-523.6602454330286,633.5929939968569,630.7855921827816
-458.77215872011584,562.5962075852738,885.6831522427824
-498.2314916739208,443.6291281348528,852.6082090381369
-491.0018897881514,758.7244582626224,1210.9905450425886
-494.89410317165857,570.7534722209555,1074.0920393255726
-491.0570944434917,529.0782032556244,1031.2481628087705
-509.0443993590079,635.2455217926024,1092.6004488872609
-473.3196566702559,506.71021185172947,790.683291879592
-542.8867343457091,532.4569021324181,599.6273089624556
-536.676664070892,585.5575345397157,516.708712659162
-550.7108622710289,694.7009517747932,905.8933812008815
-494.6559756511256,580.0444868712356,1307.983
-496.2546703133389,601.740142469767,728.9877794154587
-494.75723637400097,573.0547540695825,638.2361271723418
-469.5863080694726,544.0295437203293,992.9794174024578
-494.65787194407767,580.0538831928104,969.7217600000009
-494.43618403281585,570.8622206571204,670.9651858272637
-496.3461873462729,580.3514721520069,1052.0313295019894
-493.1055185080427,558.3360119773984,1310.2821647448745
-490.17157095057473,554.9046504792336,784.5069470985366
-494.65521869885924,580.0397842157594,933.4554
-498.15026979526215,446.7296706506232,816.0135684031488
-494.6623463865394,580.040654853255,878.9476
-495.4370917176125,493.8434793350266,766.9669515446753
-508.6080053585574,580.028540431688,1024.720050475584
-538.8447237822177,525.7524537664274,949.9214376682839
-476.7129800379121,579.6597123622576,1044.7113882525489
-517.5964415368749,724.6069722014324,839.7923253346054
-485.4590618357388,587.326751068402,890.8568756326376
-508.9684160181573,486.7387514857852,928.2459873675818
-515.1786311342848,570.4255723534352,849.5985436592609
-493.03170718279125,635.7430297273331,1075.7737220138158
-494.67573296889987,580.055861633612,1272.386
-495.6953481843261,551.3497826488629,692.3129940693011
-495.8400085343337,547.135715851171,924.9825815646135
-469.06529687682064,473.4552404989249,841.5553755577093
-494.4495158353561,572.990037183506,687.0984929940902
-492.5523110599015,670.2075775831577,1045.2959423126376
-494.66966259595984,580.0388106036165,1167.7996
-495.47493301059285,619.4764471027254,860.844275330089
-494.67073037402224,580.0549949978092,858.1650000000001
-553.3737735822783,583.8658332691508,866.3438967787193
-546.4597460409682,711.1356853362255,1305.43759649503
-505.4031046739192,589.8798134186461,725.3262903345626
885.24359725248,590.9505608740953,-761.1845379081315
-450.1465221630642,422.84426022404955,1060.264916139632
-515.2425742916912,531.8516437628282,547.5071418189505
-493.1512307334697,565.8111945726487,896.790986015299
-506.89865142967415,540.803852392703,838.5883147370969
-490.22985522714634,692.9144630297358,869.2573536248519
-542.9270439525374,580.6371550295651,855.9319476890519
-494.6561880056747,579.6917357833095,1011.2880356427085
-449.5915786792739,420.88181890240935,1082.823665743593
-493.23123510443907,523.815343912706,734.2321947835034
-494.96967184601226,565.5120160319684,873.6139910418033
-509.1502906693345,533.5789603086073,1131.6681906402687
-494.9028422505621,556.069994913054,824.1866487281575
-494.6719565395995,580.0445052142513,1016.50626
-484.0431864491152,579.2014697888824,1165.8766596074079
-286.0353973655674,674.3698712143289,2168.7412193514247
-495.94569771052466,588.9882701967713,1147.7378306095718
-476.03237847358014,580.6296482887218,965.2279077908902
-494.6560701984031,580.0471113624919,1067.9788000000008
-549.9763270131141,598.7000585475824,551.4295441039566
847.8211362539678,603.5493780457384,-774.3020667677065
-483.3988022733404,555.5102220847184,964.6387946355783
-505.7538742974498,732.3755369936598,1814.964553124534
-515.8653187415739,644.0846274859227,756.1503811779356
-561.7667522375757,592.7020549731742,290.15965527335135
-492.14946200905615,582.9017204741267,1261.3735920941815
-500.9687299502825,578.0930253994707,732.7703264867342
-495.2517795465037,589.2508620370884,1098.312201530262
-484.4488965235355,589.4676148584638,1264.0511425469203
-528.5880326365893,559.930375995353,707.7274376554261
