X,Y,Z
-484.5379109124301,579.2622481976812,1071.6284448267395
-502.30936418297597,607.8621218838841,1104.1216607416618
-530.9815037771582,627.855033032911,624.9360994090387
-540.2658273615561,586.0668283726674,626.8685817355031
-548.126461202462,597.3792405631468,537.7361268893724
-493.19083486702516,523.1111690448962,754.1327607138254
-496.7319694283219,946.461242857041,1593.7185144738273
-500.91098333686205,645.6661179277376,847.9703007955768
-494.6370001275891,580.0631654975746,848.1956
-494.64641506330554,580.0628248493406,794.6298
-491.40290322215606,503.80246719750227,839.6216077317387
-525.662323986013,561.6682565097792,582.8803408863165
-496.52964998835387,908.807942840356,1352.6891916937068
-523.8549027448526,558.5750716317594,813.3565363543481
-495.50306449942036,541.3742030352953,944.4620749319522
-510.727043223505,666.2935590490306,1043.5023314714847
-524.8307027401227,659.8939128367801,721.8844126123275
-452.82336163813716,501.0811619909563,1208.284449206502
-494.64726758237543,580.0549287097147,655.8756
-485.7083837299788,498.4534917515234,957.1073699477919
-494.5841105847662,581.2140408634126,938.6362278502211
-258.8815181164091,505.42966679326014,1190.2236007402698
-551.9701575900854,697.31341476095,944.2879856150553
-491.177486181537,531.1535264022609,960.1719321982737
-494.15959581822744,590.4196566509662,1256.1435959477612
-491.4711699524719,619.8996505492933,1006.946786183391
-493.52598474893784,562.8395118795822,525.7199753700419
-528.1902935587359,582.0458982174974,843.9507387615212
-495.41891490517514,596.8557912743256,1171.7799876608044
-500.97494590386077,582.6370933299527,537.5440413501722
-490.7682789841101,646.9966714210964,1199.9011479941303
-481.3017453436639,475.5103051648066,491.09487424061183
-513.4692437958252,607.7697141072807,843.9071018711147
-509.3528862226649,579.9381026032934,716.8336654873591
-495.0041607578439,556.6157244511692,548.9733615353024
-563.262197134989,629.2721899589737,660.5846283666915
-494.6341023430341,580.0753996192836,642.912
-490.96142823106675,760.223669440584,1228.0139056418343
-494.64282844943386,580.064192058612,914.8220000000006
-475.23061026505184,588.891576383468,1121.7143251300931
-490.76517613631404,769.5243386243094,1330.13486883484
-494.45096274947537,600.2504168404073,935.3255479316264
