X,Y,Z
-484.1211967360073,580.8735916193068,1071.6271795406212
-501.8912406451109,609.4709980644218,1104.0959697843487
-530.5591520788907,629.4599013617571,624.885482820466
-539.8441185499473,587.6775682801675,626.8748452659182
-547.7031721372475,598.9886489624619,537.7301836438876
-492.7734343521074,524.7249817077746,754.2006551619444
-496.31415322586054,948.0120185030007,1593.465514444701
-500.4926766878957,647.2686278461815,847.8907633982417
-494.21953391894067,581.6744533226379,848.1956
-494.22895063900614,581.6741160284967,794.6298
-490.9855376347823,505.4161660562143,839.7059523699749
-525.2425256271536,563.2809257427127,582.9143555721859
-496.11183497628826,910.3587138530263,1352.4361924205896
-523.435620056021,560.1876929471035,813.3936343570248
-495.08555394834593,542.9875388583607,944.5065399064691
-510.3077835698134,667.8952069778352,1043.4360619810375
-524.408739296098,661.4933190709676,721.7994851617193
-452.40740221162787,502.6952969775981,1208.3482540334624
-494.22980190179715,581.6662144301058,655.8756
-485.29110479511746,500.06650902977026,957.2057010991505
-494.16664569107115,582.8252410318399,938.6351893065238
-258.4750892582515,507.0444521580125,1190.267113882007
-551.5445719736767,698.9080902507152,944.182206891698
-490.76017729179694,532.7669897300289,960.230121278557
-493.74216246849437,592.0302136020697,1256.1357135581557
-491.0540288071693,621.5068686247434,1006.9017990726835
-493.10861451268875,564.4522547124379,525.7463289996341
-527.770132496033,583.6570196577826,843.9568797050962
-495.001387914881,598.4657532893618,1171.7618009586872
-500.5568142298098,584.2481129765356,537.5428775128551
-490.351193692004,648.6013501242962,1199.8431418960647
-480.88401994531887,477.11959068945134,491.2531567095253
-513.049952975125,609.378331332117,843.8870346527174
-508.93412075541755,581.5494033847094,716.8379912911226
-494.5866694034721,558.2287757181964,549.0093135180555
-562.8366873034988,630.8777092183063,660.5535232272584
-494.21663545644424,581.6866930682518,642.912
-490.54439868687564,761.813543128462,1227.9130794090968
-494.225361247137,581.6754794421265,914.8220000000006
-474.8146521939193,590.502168934303,1121.7031913964918
-490.34814764563976,771.1142121595142,1330.0340426131254
-494.0335185655099,601.8598798493874,935.3085446766345
-512.9782445029721,537.7350913209789,433.38747952644974
-494.2376429382389,581.6687684953989,1066.39312
-494.2260389967437,581.6600239185443,995.2264
-528.2903103589304,573.3066003230294,1006.7633160042051
-476.99771004751346,636.4580694840438,1591.1229490265926
-555.7377207936868,527.021943669055,656.1396446098726
-542.22851093804,533.3269444700645,689.8002760746255
-494.2169858990528,581.673289847764,1087.3996000000002
1850.3378073016574,748.078597310257,-849.9276916885465
-493.070809429918,563.8812752694548,568.1535425204793
-523.2019418373466,635.1892706662402,630.7295414127683
-458.351145197435,564.2364096183662,885.6952728660094
-497.7905578723926,445.32158100460236,852.7369878179562
-490.5643125666227,760.2696179646825,1210.8925117714712
-494.4546648464011,572.3890289825888,1074.1001316736474
