structure_id,structure_acronym,structure_name,voxRowNum,X,Y,Z
17598,r11A,r11 alar plate,71674,64,27,21
17598,r11A,r11 alar plate,71675,65,27,21
17598,r11A,r11 alar plate,71676,66,27,21
17292,r6A,r6 alar plate,71739,52,28,21
17292,r6A,r6 alar plate,71740,53,28,21
17355,r7A,r7 alar plate,71741,54,28,21
17355,r7A,r7 alar plate,71742,55,28,21
17437,r8B,r8 basal plate,71743,56,28,21
17437,r8B,r8 basal plate,71744,57,28,21
17500,r9B,r9 basal plate,71745,58,28,21
17500,r9B,r9 basal plate,71746,59,28,21
17500,r9B,r9 basal plate,71747,60,28,21
17540,r10A,r10 alar plate,71748,61,28,21
17540,r10A,r10 alar plate,71749,62,28,21
17598,r11A,r11 alar plate,71750,63,28,21
17598,r11A,r11 alar plate,71751,64,28,21
17598,r11A,r11 alar plate,71752,65,28,21
17598,r11A,r11 alar plate,71753,66,28,21
17653,SpA,SpC alar plate,71754,67,28,21
17318,r6B,r6 basal plate,71815,51,29,21
17318,r6B,r6 basal plate,71816,52,29,21
17380,r7B,r7 basal plate,71817,53,29,21
17380,r7B,r7 basal plate,71818,54,29,21
17380,r7B,r7 basal plate,71819,55,29,21
17437,r8B,r8 basal plate,71820,56,29,21
17437,r8B,r8 basal plate,71821,57,29,21
17500,r9B,r9 basal plate,71822,58,29,21
17500,r9B,r9 basal plate,71823,59,29,21
17500,r9B,r9 basal plate,71824,60,29,21
17562,r10B,r10 basal plate,71825,61,29,21
17562,r10B,r10 basal plate,71826,62,29,21
17598,r11A,r11 alar plate,71827,63,29,21
17598,r11A,r11 alar plate,71828,64,29,21
17598,r11A,r11 alar plate,71829,65,29,21
17653,SpA,SpC alar plate,71830,66,29,21
17653,SpA,SpC alar plate,71831,67,29,21
17318,r6B,r6 basal plate,71892,51,30,21
17318,r6B,r6 basal plate,71893,52,30,21
17380,r7B,r7 basal plate,71894,53,30,21
17380,r7B,r7 basal plate,71895,54,30,21
17380,r7B,r7 basal plate,71896,55,30,21
17437,r8B,r8 basal plate,71897,56,30,21
17437,r8B,r8 basal plate,71898,57,30,21
17500,r9B,r9 basal plate,71899,58,30,21
17500,r9B,r9 basal plate,71900,59,30,21
17500,r9B,r9 basal plate,71901,60,30,21
17562,r10B,r10 basal plate,71902,61,30,21
17562,r10B,r10 basal plate,71903,62,30,21
17620,r11B,r11 basal plate,71904,63,30,21
17598,r11A,r11 alar plate,71905,64,30,21
17653,SpA,SpC alar plate,71906,65,30,21
17653,SpA,SpC alar plate,71907,66,30,21
17653,SpA,SpC alar plate,71908,67,30,21
17653,SpA,SpC alar plate,71909,68,30,21
17318,r6B,r6 basal plate,71969,51,31,21
17318,r6B,r6 basal plate,71970,52,31,21
17380,r7B,r7 basal plate,71971,53,31,21
17380,r7B,r7 basal plate,71972,54,31,21
17437,r8B,r8 basal plate,71973,55,31,21
17437,r8B,r8 basal plate,71974,56,31,21
17437,r8B,r8 basal plate,71975,57,31,21
17500,r9B,r9 basal plate,71976,58,31,21
17500,r9B,r9 basal plate,71977,59,31,21
17500,r9B,r9 basal plate,71978,60,31,21
17562,r10B,r10 basal plate,71979,61,31,21
17562,r10B,r10 basal plate,71980,62,31,21
17620,r11B,r11 basal plate,71981,63,31,21
17620,r11B,r11 basal plate,71982,64,31,21
17653,SpA,SpC alar plate,71983,65,31,21
17653,SpA,SpC alar plate,71984,66,31,21
17653,SpA,SpC alar plate,71985,67,31,21
17653,SpA,SpC alar plate,71986,68,31,21
17653,SpA,SpC alar plate,71987,69,31,21
17318,r6B,r6 basal plate,72046,51,32,21
17318,r6B,r6 basal plate,72047,52,32,21
17380,r7B,r7 basal plate,72048,53,32,21
17380,r7B,r7 basal plate,72049,54,32,21
17437,r8B,r8 basal plate,72050,55,32,21
17437,r8B,r8 basal plate,72051,56,32,21
17437,r8B,r8 basal plate,72052,57,32,21
17500,r9B,r9 basal plate,72053,58,32,21
17500,r9B,r9 basal plate,72054,59,32,21
17500,r9B,r9 basal plate,72055,60,32,21
17562,r10B,r10 basal plate,72056,61,32,21
17562,r10B,r10 basal plate,72057,62,32,21
17620,r11B,r11 basal plate,72058,63,32,21
17692,SpB,SpC basal plate (anterior horn),72059,64,32,21
17692,SpB,SpC basal plate (anterior horn),72060,65,32,21
17653,SpA,SpC alar plate,72061,66,32,21
17653,SpA,SpC alar plate,72062,67,32,21
17653,SpA,SpC alar plate,72063,68,32,21
17653,SpA,SpC alar plate,72064,69,32,21
17318,r6B,r6 basal plate,72123,51,33,21
17318,r6B,r6 basal plate,72124,52,33,21
17380,r7B,r7 basal plate,72125,53,33,21
17380,r7B,r7 basal plate,72126,54,33,21
17380,r7B,r7 basal plate,72127,55,33,21
17437,r8B,r8 basal plate,72128,56,33,21
17437,r8B,r8 basal plate,72129,57,33,21
17500,r9B,r9 basal plate,72130,58,33,21
17500,r9B,r9 basal plate,72131,59,33,21
17500,r9B,r9 basal plate,72132,60,33,21
17562,r10B,r10 basal plate,72133,61,33,21
17562,r10B,r10 basal plate,72134,62,33,21
17620,r11B,r11 basal plate,72135,63,33,21
17692,SpB,SpC basal plate (anterior horn),72136,64,33,21
17692,SpB,SpC basal plate (anterior horn),72137,65,33,21
17653,SpA,SpC alar plate,72138,66,33,21
17653,SpA,SpC alar plate,72139,67,33,21
17653,SpA,SpC alar plate,72140,68,33,21
17653,SpA,SpC alar plate,72141,69,33,21
17653,SpA,SpC alar plate,72142,70,33,21
17318,r6B,r6 basal plate,72199,50,34,21
17318,r6B,r6 basal plate,72200,51,34,21
17318,r6B,r6 basal plate,72201,52,34,21
17380,r7B,r7 basal plate,72202,53,34,21
17380,r7B,r7 basal plate,72203,54,34,21
17437,r8B,r8 basal plate,72204,55,34,21
17437,r8B,r8 basal plate,72205,56,34,21
17437,r8B,r8 basal plate,72206,57,34,21
17500,r9B,r9 basal plate,72207,58,34,21
17500,r9B,r9 basal plate,72208,59,34,21
17500,r9B,r9 basal plate,72209,60,34,21
17562,r10B,r10 basal plate,72210,61,34,21
17562,r10B,r10 basal plate,72211,62,34,21
17620,r11B,r11 basal plate,72212,63,34,21
17692,SpB,SpC basal plate (anterior horn),72213,64,34,21
17692,SpB,SpC basal plate (anterior horn),72214,65,34,21
17692,SpB,SpC basal plate (anterior horn),72215,66,34,21
17653,SpA,SpC alar plate,72216,67,34,21
17653,SpA,SpC alar plate,72217,68,34,21
17653,SpA,SpC alar plate,72218,69,34,21
17318,r6B,r6 basal plate,72276,50,35,21
17318,r6B,r6 basal plate,72277,51,35,21
17318,r6B,r6 basal plate,72278,52,35,21
17380,r7B,r7 basal plate,72279,53,35,21
17380,r7B,r7 basal plate,72280,54,35,21
17380,r7B,r7 basal plate,72281,55,35,21
17437,r8B,r8 basal plate,72282,56,35,21
17437,r8B,r8 basal plate,72283,57,35,21
17500,r9B,r9 basal plate,72284,58,35,21
17500,r9B,r9 basal plate,72285,59,35,21
17500,r9B,r9 basal plate,72286,60,35,21
17562,r10B,r10 basal plate,72287,61,35,21
17620,r11B,r11 basal plate,72288,62,35,21
17692,SpB,SpC basal plate (anterior horn),72290,64,35,21
17692,SpB,SpC basal plate (anterior horn),72291,65,35,21
17692,SpB,SpC basal plate (anterior horn),72292,66,35,21
17653,SpA,SpC alar plate,72293,67,35,21
17318,r6B,r6 basal plate,72353,50,36,21
17318,r6B,r6 basal plate,72354,51,36,21
17318,r6B,r6 basal plate,72355,52,36,21
17380,r7B,r7 basal plate,72356,53,36,21
17380,r7B,r7 basal plate,72357,54,36,21
17437,r8B,r8 basal plate,72358,55,36,21
17437,r8B,r8 basal plate,72359,56,36,21
17437,r8B,r8 basal plate,72360,57,36,21
17500,r9B,r9 basal plate,72361,58,36,21
17500,r9B,r9 basal plate,72362,59,36,21
17500,r9B,r9 basal plate,72363,60,36,21
17562,r10B,r10 basal plate,72364,61,36,21
17692,SpB,SpC basal plate (anterior horn),72368,65,36,21
17318,r6B,r6 basal plate,72432,52,37,21
17380,r7B,r7 basal plate,72433,53,37,21
17380,r7B,r7 basal plate,72434,54,37,21
17437,r8B,r8 basal plate,72435,55,37,21
17437,r8B,r8 basal plate,72436,56,37,21
17437,r8B,r8 basal plate,72437,57,37,21
17500,r9B,r9 basal plate,72438,58,37,21
17500,r9B,r9 basal plate,72439,59,37,21
17292,r6A,r6 alar plate,74745,55,24,22
17355,r7A,r7 alar plate,74746,56,24,22
17355,r7A,r7 alar plate,74747,57,24,22
17418,r8A,r8 alar plate,74748,58,24,22
17418,r8A,r8 alar plate,74749,59,24,22
17478,r9A,r9 alar plate,74750,60,24,22
17478,r9A,r9 alar plate,74751,61,24,22
17478,r9A,r9 alar plate,74752,62,24,22
17292,r6A,r6 alar plate,74821,54,25,22
17355,r7A,r7 alar plate,74822,55,25,22
17355,r7A,r7 alar plate,74823,56,25,22
17418,r8A,r8 alar plate,74824,57,25,22
17418,r8A,r8 alar plate,74825,58,25,22
17478,r9A,r9 alar plate,74826,59,25,22
17478,r9A,r9 alar plate,74827,60,25,22
17478,r9A,r9 alar plate,74828,61,25,22
17540,r10A,r10 alar plate,74829,62,25,22
17540,r10A,r10 alar plate,74830,63,25,22
17355,r7A,r7 alar plate,74898,54,26,22
17355,r7A,r7 alar plate,74899,55,26,22
17355,r7A,r7 alar plate,74900,56,26,22
17418,r8A,r8 alar plate,74901,57,26,22
17418,r8A,r8 alar plate,74902,58,26,22
17478,r9A,r9 alar plate,74903,59,26,22
17478,r9A,r9 alar plate,74904,60,26,22
17478,r9A,r9 alar plate,74905,61,26,22
17540,r10A,r10 alar plate,74906,62,26,22
17540,r10A,r10 alar plate,74907,63,26,22
17598,r11A,r11 alar plate,74908,64,26,22
17598,r11A,r11 alar plate,74909,65,26,22
17292,r6A,r6 alar plate,74974,53,27,22
17355,r7A,r7 alar plate,74975,54,27,22
17355,r7A,r7 alar plate,74976,55,27,22
17437,r8B,r8 basal plate,74977,56,27,22
17437,r8B,r8 basal plate,74978,57,27,22
17418,r8A,r8 alar plate,74979,58,27,22
17478,r9A,r9 alar plate,74980,59,27,22
17478,r9A,r9 alar plate,74981,60,27,22
17478,r9A,r9 alar plate,74982,61,27,22
17540,r10A,r10 alar plate,74983,62,27,22
17540,r10A,r10 alar plate,74984,63,27,22
17598,r11A,r11 alar plate,74985,64,27,22
17598,r11A,r11 alar plate,74986,65,27,22
17598,r11A,r11 alar plate,74987,66,27,22
17318,r6B,r6 basal plate,75050,52,28,22
17318,r6B,r6 basal plate,75051,53,28,22
17380,r7B,r7 basal plate,75052,54,28,22
17380,r7B,r7 basal plate,75053,55,28,22
17437,r8B,r8 basal plate,75054,56,28,22
17437,r8B,r8 basal plate,75055,57,28,22
17437,r8B,r8 basal plate,75056,58,28,22
17500,r9B,r9 basal plate,75057,59,28,22
17500,r9B,r9 basal plate,75058,60,28,22
17562,r10B,r10 basal plate,75059,61,28,22
17540,r10A,r10 alar plate,75060,62,28,22
17598,r11A,r11 alar plate,75061,63,28,22
17598,r11A,r11 alar plate,75062,64,28,22
17598,r11A,r11 alar plate,75063,65,28,22
17598,r11A,r11 alar plate,75064,66,28,22
17653,SpA,SpC alar plate,75065,67,28,22
17318,r6B,r6 basal plate,75127,52,29,22
17380,r7B,r7 basal plate,75128,53,29,22
17380,r7B,r7 basal plate,75129,54,29,22
17380,r7B,r7 basal plate,75130,55,29,22
17437,r8B,r8 basal plate,75131,56,29,22
17437,r8B,r8 basal plate,75132,57,29,22
17500,r9B,r9 basal plate,75133,58,29,22
17500,r9B,r9 basal plate,75134,59,29,22
17500,r9B,r9 basal plate,75135,60,29,22
17562,r10B,r10 basal plate,75136,61,29,22
17562,r10B,r10 basal plate,75137,62,29,22
17598,r11A,r11 alar plate,75138,63,29,22
17598,r11A,r11 alar plate,75139,64,29,22
17598,r11A,r11 alar plate,75140,65,29,22
17653,SpA,SpC alar plate,75141,66,29,22
17653,SpA,SpC alar plate,75142,67,29,22
17318,r6B,r6 basal plate,75203,51,30,22
17318,r6B,r6 basal plate,75204,52,30,22
17380,r7B,r7 basal plate,75205,53,30,22
17380,r7B,r7 basal plate,75206,54,30,22
17380,r7B,r7 basal plate,75207,55,30,22
17437,r8B,r8 basal plate,75208,56,30,22
17437,r8B,r8 basal plate,75209,57,30,22
17500,r9B,r9 basal plate,75210,58,30,22
17500,r9B,r9 basal plate,75211,59,30,22
17562,r10B,r10 basal plate,75212,60,30,22
17562,r10B,r10 basal plate,75213,61,30,22
17620,r11B,r11 basal plate,75214,62,30,22
17598,r11A,r11 alar plate,75215,63,30,22
17598,r11A,r11 alar plate,75216,64,30,22
17653,SpA,SpC alar plate,75217,65,30,22
17653,SpA,SpC alar plate,75218,66,30,22
17653,SpA,SpC alar plate,75219,67,30,22
17653,SpA,SpC alar plate,75220,68,30,22
17318,r6B,r6 basal plate,75279,50,31,22
17318,r6B,r6 basal plate,75280,51,31,22
17318,r6B,r6 basal plate,75281,52,31,22
17380,r7B,r7 basal plate,75282,53,31,22
17380,r7B,r7 basal plate,75283,54,31,22
17380,r7B,r7 basal plate,75284,55,31,22
17437,r8B,r8 basal plate,75285,56,31,22
17437,r8B,r8 basal plate,75286,57,31,22
17500,r9B,r9 basal plate,75287,58,31,22
17500,r9B,r9 basal plate,75288,59,31,22
17562,r10B,r10 basal plate,75289,60,31,22
17562,r10B,r10 basal plate,75290,61,31,22
17620,r11B,r11 basal plate,75291,62,31,22
17620,r11B,r11 basal plate,75292,63,31,22
17653,SpA,SpC alar plate,75293,64,31,22
17653,SpA,SpC alar plate,75294,65,31,22
17653,SpA,SpC alar plate,75295,66,31,22
17653,SpA,SpC alar plate,75296,67,31,22
17653,SpA,SpC alar plate,75297,68,31,22
17653,SpA,SpC alar plate,75298,69,31,22
17318,r6B,r6 basal plate,75356,50,32,22
17318,r6B,r6 basal plate,75357,51,32,22
17380,r7B,r7 basal plate,75358,52,32,22
17380,r7B,r7 basal plate,75359,53,32,22
17380,r7B,r7 basal plate,75360,54,32,22
17437,r8B,r8 basal plate,75361,55,32,22
17437,r8B,r8 basal plate,75362,56,32,22
17500,r9B,r9 basal plate,75363,57,32,22
17500,r9B,r9 basal plate,75364,58,32,22
17562,r10B,r10 basal plate,75365,59,32,22
17562,r10B,r10 basal plate,75366,60,32,22
17562,r10B,r10 basal plate,75367,61,32,22
17620,r11B,r11 basal plate,75368,62,32,22
17692,SpB,SpC basal plate (anterior horn),75369,63,32,22
17692,SpB,SpC basal plate (anterior horn),75370,64,32,22
17653,SpA,SpC alar plate,75371,65,32,22
17653,SpA,SpC alar plate,75372,66,32,22
17653,SpA,SpC alar plate,75373,67,32,22
17653,SpA,SpC alar plate,75374,68,32,22
17653,SpA,SpC alar plate,75375,69,32,22
17318,r6B,r6 basal plate,75432,49,33,22
17318,r6B,r6 basal plate,75433,50,33,22
17318,r6B,r6 basal plate,75434,51,33,22
17380,r7B,r7 basal plate,75435,52,33,22
17380,r7B,r7 basal plate,75436,53,33,22
17380,r7B,r7 basal plate,75437,54,33,22
17437,r8B,r8 basal plate,75438,55,33,22
17437,r8B,r8 basal plate,75439,56,33,22
17500,r9B,r9 basal plate,75440,57,33,22
17500,r9B,r9 basal plate,75441,58,33,22
17500,r9B,r9 basal plate,75442,59,33,22
17562,r10B,r10 basal plate,75443,60,33,22
17562,r10B,r10 basal plate,75444,61,33,22
17620,r11B,r11 basal plate,75445,62,33,22
17692,SpB,SpC basal plate (anterior horn),75446,63,33,22
17692,SpB,SpC basal plate (anterior horn),75447,64,33,22
17692,SpB,SpC basal plate (anterior horn),75448,65,33,22
17653,SpA,SpC alar plate,75449,66,33,22
17653,SpA,SpC alar plate,75450,67,33,22
17653,SpA,SpC alar plate,75451,68,33,22
17653,SpA,SpC alar plate,75452,69,33,22
17318,r6B,r6 basal plate,75509,49,34,22
17318,r6B,r6 basal plate,75510,50,34,22
17318,r6B,r6 basal plate,75511,51,34,22
17380,r7B,r7 basal plate,75512,52,34,22
17380,r7B,r7 basal plate,75513,53,34,22
17437,r8B,r8 basal plate,75514,54,34,22
17437,r8B,r8 basal plate,75515,55,34,22
17437,r8B,r8 basal plate,75516,56,34,22
17437,r8B,r8 basal plate,75517,57,34,22
17500,r9B,r9 basal plate,75518,58,34,22
17500,r9B,r9 basal plate,75519,59,34,22
17562,r10B,r10 basal plate,75520,60,34,22
17562,r10B,r10 basal plate,75521,61,34,22
17620,r11B,r11 basal plate,75522,62,34,22
17692,SpB,SpC basal plate (anterior horn),75523,63,34,22
17692,SpB,SpC basal plate (anterior horn),75524,64,34,22
17692,SpB,SpC basal plate (anterior horn),75525,65,34,22
17692,SpB,SpC basal plate (anterior horn),75526,66,34,22
17653,SpA,SpC alar plate,75527,67,34,22
17318,r6B,r6 basal plate,75586,49,35,22
17318,r6B,r6 basal plate,75587,50,35,22
17318,r6B,r6 basal plate,75588,51,35,22
17380,r7B,r7 basal plate,75589,52,35,22
17380,r7B,r7 basal plate,75590,53,35,22
17380,r7B,r7 basal plate,75591,54,35,22
17437,r8B,r8 basal plate,75592,55,35,22
17437,r8B,r8 basal plate,75593,56,35,22
17437,r8B,r8 basal plate,75594,57,35,22
17500,r9B,r9 basal plate,75595,58,35,22
17500,r9B,r9 basal plate,75596,59,35,22
17562,r10B,r10 basal plate,75597,60,35,22
17562,r10B,r10 basal plate,75598,61,35,22
17692,SpB,SpC basal plate (anterior horn),75600,63,35,22
17692,SpB,SpC basal plate (anterior horn),75601,64,35,22
17692,SpB,SpC basal plate (anterior horn),75602,65,35,22
17692,SpB,SpC basal plate (anterior horn),75603,66,35,22
17318,r6B,r6 basal plate,75663,49,36,22
17318,r6B,r6 basal plate,75664,50,36,22
17318,r6B,r6 basal plate,75665,51,36,22
17380,r7B,r7 basal plate,75666,52,36,22
17380,r7B,r7 basal plate,75667,53,36,22
17380,r7B,r7 basal plate,75668,54,36,22
17437,r8B,r8 basal plate,75669,55,36,22
17437,r8B,r8 basal plate,75670,56,36,22
17437,r8B,r8 basal plate,75671,57,36,22
17500,r9B,r9 basal plate,75672,58,36,22
17500,r9B,r9 basal plate,75673,59,36,22
17562,r10B,r10 basal plate,75674,60,36,22
17692,SpB,SpC basal plate (anterior horn),75678,64,36,22
17692,SpB,SpC basal plate (anterior horn),75679,65,36,22
17692,SpB,SpC basal plate (anterior horn),75755,64,37,22
17417,r8R,r8 roof plate,77982,58,23,23
17478,r9A,r9 alar plate,78060,59,24,23
17478,r9A,r9 alar plate,78061,60,24,23
17478,r9A,r9 alar plate,78062,61,24,23
17540,r10A,r10 alar plate,78063,62,24,23
17292,r6A,r6 alar plate,78133,55,25,23
17355,r7A,r7 alar plate,78134,56,25,23
17355,r7A,r7 alar plate,78135,57,25,23
17418,r8A,r8 alar plate,78136,58,25,23
17478,r9A,r9 alar plate,78137,59,25,23
17478,r9A,r9 alar plate,78138,60,25,23
17478,r9A,r9 alar plate,78139,61,25,23
17540,r10A,r10 alar plate,78140,62,25,23
17540,r10A,r10 alar plate,78141,63,25,23
17292,r6A,r6 alar plate,78210,55,26,23
17355,r7A,r7 alar plate,78211,56,26,23
17355,r7A,r7 alar plate,78212,57,26,23
17418,r8A,r8 alar plate,78213,58,26,23
17478,r9A,r9 alar plate,78214,59,26,23
17478,r9A,r9 alar plate,78215,60,26,23
17478,r9A,r9 alar plate,78216,61,26,23
17540,r10A,r10 alar plate,78217,62,26,23
17540,r10A,r10 alar plate,78218,63,26,23
17598,r11A,r11 alar plate,78219,64,26,23
17292,r6A,r6 alar plate,78286,54,27,23
17292,r6A,r6 alar plate,78287,55,27,23
17355,r7A,r7 alar plate,78288,56,27,23
17418,r8A,r8 alar plate,78289,57,27,23
17418,r8A,r8 alar plate,78290,58,27,23
17478,r9A,r9 alar plate,78291,59,27,23
17478,r9A,r9 alar plate,78292,60,27,23
17478,r9A,r9 alar plate,78293,61,27,23
17540,r10A,r10 alar plate,78294,62,27,23
17598,r11A,r11 alar plate,78295,63,27,23
17598,r11A,r11 alar plate,78296,64,27,23
17598,r11A,r11 alar plate,78297,65,27,23
17318,r6B,r6 basal plate,78363,54,28,23
17318,r6B,r6 basal plate,78364,55,28,23
17355,r7A,r7 alar plate,78365,56,28,23
17418,r8A,r8 alar plate,78366,57,28,23
17418,r8A,r8 alar plate,78367,58,28,23
17478,r9A,r9 alar plate,78368,59,28,23
17478,r9A,r9 alar plate,78369,60,28,23
17540,r10A,r10 alar plate,78370,61,28,23
17540,r10A,r10 alar plate,78371,62,28,23
17598,r11A,r11 alar plate,78372,63,28,23
17598,r11A,r11 alar plate,78373,64,28,23
17598,r11A,r11 alar plate,78374,65,28,23
17653,SpA,SpC alar plate,78375,66,28,23
17318,r6B,r6 basal plate,78439,53,29,23
17318,r6B,r6 basal plate,78440,54,29,23
17380,r7B,r7 basal plate,78441,55,29,23
17380,r7B,r7 basal plate,78442,56,29,23
17437,r8B,r8 basal plate,78443,57,29,23
17418,r8A,r8 alar plate,78444,58,29,23
17478,r9A,r9 alar plate,78445,59,29,23
17478,r9A,r9 alar plate,78446,60,29,23
17540,r10A,r10 alar plate,78447,61,29,23
17540,r10A,r10 alar plate,78448,62,29,23
17598,r11A,r11 alar plate,78449,63,29,23
17598,r11A,r11 alar plate,78450,64,29,23
17598,r11A,r11 alar plate,78451,65,29,23
17653,SpA,SpC alar plate,78452,66,29,23
17653,SpA,SpC alar plate,78453,67,29,23
17318,r6B,r6 basal plate,78515,52,30,23
17318,r6B,r6 basal plate,78516,53,30,23
17380,r7B,r7 basal plate,78517,54,30,23
17380,r7B,r7 basal plate,78518,55,30,23
17380,r7B,r7 basal plate,78519,56,30,23
17437,r8B,r8 basal plate,78520,57,30,23
17437,r8B,r8 basal plate,78521,58,30,23
17500,r9B,r9 basal plate,78522,59,30,23
17500,r9B,r9 basal plate,78523,60,30,23
17562,r10B,r10 basal plate,78524,61,30,23
17540,r10A,r10 alar plate,78525,62,30,23
17598,r11A,r11 alar plate,78526,63,30,23
17598,r11A,r11 alar plate,78527,64,30,23
17653,SpA,SpC alar plate,78528,65,30,23
17653,SpA,SpC alar plate,78529,66,30,23
17653,SpA,SpC alar plate,78530,67,30,23
17653,SpA,SpC alar plate,78531,68,30,23
17318,r6B,r6 basal plate,78591,51,31,23
17318,r6B,r6 basal plate,78592,52,31,23
17380,r7B,r7 basal plate,78593,53,31,23
17380,r7B,r7 basal plate,78594,54,31,23
17380,r7B,r7 basal plate,78595,55,31,23
17380,r7B,r7 basal plate,78596,56,31,23
17437,r8B,r8 basal plate,78597,57,31,23
17437,r8B,r8 basal plate,78598,58,31,23
17500,r9B,r9 basal plate,78599,59,31,23
17500,r9B,r9 basal plate,78600,60,31,23
17562,r10B,r10 basal plate,78601,61,31,23
17620,r11B,r11 basal plate,78602,62,31,23
17620,r11B,r11 basal plate,78603,63,31,23
17653,SpA,SpC alar plate,78604,64,31,23
17653,SpA,SpC alar plate,78605,65,31,23
17653,SpA,SpC alar plate,78606,66,31,23
17653,SpA,SpC alar plate,78607,67,31,23
17653,SpA,SpC alar plate,78608,68,31,23
17653,SpA,SpC alar plate,78609,69,31,23
17318,r6B,r6 basal plate,78667,50,32,23
17318,r6B,r6 basal plate,78668,51,32,23
17318,r6B,r6 basal plate,78669,52,32,23
17380,r7B,r7 basal plate,78670,53,32,23
17380,r7B,r7 basal plate,78671,54,32,23
17380,r7B,r7 basal plate,78672,55,32,23
17437,r8B,r8 basal plate,78673,56,32,23
17437,r8B,r8 basal plate,78674,57,32,23
17500,r9B,r9 basal plate,78675,58,32,23
17500,r9B,r9 basal plate,78676,59,32,23
17562,r10B,r10 basal plate,78677,60,32,23
17562,r10B,r10 basal plate,78678,61,32,23
17620,r11B,r11 basal plate,78679,62,32,23
17620,r11B,r11 basal plate,78680,63,32,23
17692,SpB,SpC basal plate (anterior horn),78681,64,32,23
17653,SpA,SpC alar plate,78682,65,32,23
17653,SpA,SpC alar plate,78683,66,32,23
17653,SpA,SpC alar plate,78684,67,32,23
17653,SpA,SpC alar plate,78685,68,32,23
17318,r6B,r6 basal plate,78744,50,33,23
17318,r6B,r6 basal plate,78745,51,33,23
17318,r6B,r6 basal plate,78746,52,33,23
17380,r7B,r7 basal plate,78747,53,33,23
17380,r7B,r7 basal plate,78748,54,33,23
17437,r8B,r8 basal plate,78749,55,33,23
17437,r8B,r8 basal plate,78750,56,33,23
17437,r8B,r8 basal plate,78751,57,33,23
17500,r9B,r9 basal plate,78752,58,33,23
17500,r9B,r9 basal plate,78753,59,33,23
17562,r10B,r10 basal plate,78754,60,33,23
17562,r10B,r10 basal plate,78755,61,33,23
17620,r11B,r11 basal plate,78756,62,33,23
17620,r11B,r11 basal plate,78757,63,33,23
17692,SpB,SpC basal plate (anterior horn),78758,64,33,23
17692,SpB,SpC basal plate (anterior horn),78759,65,33,23
17653,SpA,SpC alar plate,78760,66,33,23
17653,SpA,SpC alar plate,78761,67,33,23
17318,r6B,r6 basal plate,78821,50,34,23
17318,r6B,r6 basal plate,78822,51,34,23
17380,r7B,r7 basal plate,78823,52,34,23
17380,r7B,r7 basal plate,78824,53,34,23
17380,r7B,r7 basal plate,78825,54,34,23
17437,r8B,r8 basal plate,78826,55,34,23
17437,r8B,r8 basal plate,78827,56,34,23
17437,r8B,r8 basal plate,78828,57,34,23
17500,r9B,r9 basal plate,78829,58,34,23
17500,r9B,r9 basal plate,78830,59,34,23
17562,r10B,r10 basal plate,78831,60,34,23
17562,r10B,r10 basal plate,78832,61,34,23
17620,r11B,r11 basal plate,78833,62,34,23
17692,SpB,SpC basal plate (anterior horn),78834,63,34,23
17692,SpB,SpC basal plate (anterior horn),78835,64,34,23
17692,SpB,SpC basal plate (anterior horn),78836,65,34,23
17653,SpA,SpC alar plate,78837,66,34,23
17318,r6B,r6 basal plate,78897,49,35,23
17318,r6B,r6 basal plate,78898,50,35,23
17318,r6B,r6 basal plate,78899,51,35,23
17380,r7B,r7 basal plate,78900,52,35,23
17380,r7B,r7 basal plate,78901,53,35,23
17380,r7B,r7 basal plate,78902,54,35,23
17437,r8B,r8 basal plate,78903,55,35,23
17437,r8B,r8 basal plate,78904,56,35,23
17437,r8B,r8 basal plate,78905,57,35,23
17500,r9B,r9 basal plate,78906,58,35,23
17500,r9B,r9 basal plate,78907,59,35,23
17562,r10B,r10 basal plate,78908,60,35,23
17562,r10B,r10 basal plate,78909,61,35,23
17692,SpB,SpC basal plate (anterior horn),78911,63,35,23
17692,SpB,SpC basal plate (anterior horn),78912,64,35,23
17692,SpB,SpC basal plate (anterior horn),78913,65,35,23
17692,SpB,SpC basal plate (anterior horn),78914,66,35,23
17318,r6B,r6 basal plate,78974,49,36,23
17318,r6B,r6 basal plate,78975,50,36,23
17380,r7B,r7 basal plate,78976,51,36,23
17380,r7B,r7 basal plate,78977,52,36,23
17380,r7B,r7 basal plate,78978,53,36,23
17380,r7B,r7 basal plate,78979,54,36,23
17437,r8B,r8 basal plate,78980,55,36,23
17437,r8B,r8 basal plate,78981,56,36,23
17437,r8B,r8 basal plate,78982,57,36,23
17500,r9B,r9 basal plate,78983,58,36,23
17500,r9B,r9 basal plate,78984,59,36,23
17562,r10B,r10 basal plate,78985,60,36,23
17692,SpB,SpC basal plate (anterior horn),78989,64,36,23
17692,SpB,SpC basal plate (anterior horn),78990,65,36,23
17692,SpB,SpC basal plate (anterior horn),79066,64,37,23
17478,r9A,r9 alar plate,81295,60,23,24
17478,r9A,r9 alar plate,81371,59,24,24
17478,r9A,r9 alar plate,81372,60,24,24
17540,r10A,r10 alar plate,81373,61,24,24
17540,r10A,r10 alar plate,81374,62,24,24
17478,r9A,r9 alar plate,81448,59,25,24
17478,r9A,r9 alar plate,81449,60,25,24
17540,r10A,r10 alar plate,81450,61,25,24
17540,r10A,r10 alar plate,81451,62,25,24
17540,r10A,r10 alar plate,81452,63,25,24
